id,fractal_id,symbol,direction,entry_price,sl_initial,volume_total,volume_per,status,source_timeframe,created_at
963,333688,XAUUSDm,SELL,4316.718879999999,4321.851,0.05,0.05,closed,15min,2026-06-18T05:00:11.092693
962,333532,XAUUSDm,SELL,4318.56996,4321.851,0.05,0.05,closed,30min,2026-06-18T05:00:09.349116
961,333146,XAUUSDm,SELL,4317.020759999999,4320.887,0.05,0.05,closed,5min,2026-06-18T04:50:07.099502
960,332983,XAUUSDm,SELL,4312.19772,4314.648,0.05,0.05,closed,5min,2026-06-18T04:45:12.492027
959,332568,XAUUSDm,SELL,4313.70652,4316.147,0.05,0.05,closed,5min,2026-06-18T04:40:05.152323
958,331970,XAUUSDm,SELL,4316.718879999999,4321.851,0.05,0.05,closed,15min,2026-06-18T04:30:11.890834
957,331677,XAUUSDm,SELL,4314.337680000001,4318.872,0.05,0.05,closed,5min,2026-06-18T04:25:08.270116
956,331636,XAUUSDm,SELL,4313.70652,4316.147,0.05,0.05,closed,5min,2026-06-18T04:25:06.844038
955,331425,XAUUSDm,SELL,4317.020759999999,4320.887,0.05,0.05,closed,5min,2026-06-18T04:20:07.304646
954,331221,XAUUSDm,SELL,4320.7864,4323.9,0.05,0.05,closed,5min,2026-06-18T04:15:12.494485
953,331109,XAUUSDm,BUY,4317.737428,4315.018,0.05,0.05,closed,5min,2026-06-18T04:15:10.170100
952,330677,XAUUSDm,SELL,4323.96928,4328.232,0.05,0.05,closed,5min,2026-06-18T04:05:15.521339
951,330627,XAUUSDm,SELL,4323.51884,4326.822,0.05,0.05,closed,5min,2026-06-18T04:05:14.047562
950,330553,XAUUSDm,BUY,4319.860268,4316.742,0.05,0.05,closed,5min,2026-06-18T04:05:12.459233
949,329565,XAUUSDm,BUY,4314.897112000001,4308.645,0.05,0.05,closed,4H,2026-06-18T04:05:10.911128
948,328752,XAUUSDm,BUY,4319.317684,4272.951,0.05,0.05,closed,30min,2026-06-18T04:05:09.498442
947,328108,XAUUSDm,BUY,4315.82956,4304.157,0.05,0.05,closed,2H,2026-06-18T04:05:08.164475
946,325701,XAUUSDm,BUY,4316.883388,4311.896,0.05,0.05,closed,5min,2026-06-18T04:05:06.823698
945,325652,XAUUSDm,BUY,4316.268368,4307.079,0.05,0.05,closed,5min,2026-06-18T04:05:05.496456
944,330424,XAUUSDm,SELL,4325.2062,4336.248,0.05,0.05,closed,5min,2026-06-18T04:00:26.461117
943,330080,XAUUSDm,SELL,4325.7414,4346.271,0.05,0.05,closed,30min,2026-06-18T04:00:24.179259
942,330058,XAUUSDm,SELL,4363.79508,4467.021,0.05,0.05,closed,30min,2026-06-18T04:00:22.811656
941,329697,XAUUSDm,SELL,4396.743,4512.782,0.05,0.05,closed,4H,2026-06-18T04:00:20.662641
940,328579,XAUUSDm,SELL,4324.84772,4346.835,0.05,0.05,closed,2H,2026-06-18T04:00:17.496433
939,329429,XAUUSDm,SELL,4320.77176,4322.566,0.05,0.05,closed,5min,2026-06-18T03:59:26.193581
938,329387,XAUUSDm,SELL,4320.7864,4323.9,0.05,0.05,closed,5min,2026-06-18T03:59:24.754145
937,329379,XAUUSDm,SELL,4321.97272,4325.179,0.05,0.05,closed,5min,2026-06-18T03:59:23.413892
936,326100,XAUUSDm,SELL,4323.96928,4328.232,0.05,0.05,closed,5min,2026-06-18T03:35:13.223920
935,326060,XAUUSDm,SELL,4320.7864,4323.9,0.05,0.05,closed,5min,2026-06-18T03:35:12.360053
934,326058,XAUUSDm,SELL,4325.2062,4336.248,0.05,0.05,closed,5min,2026-06-18T03:35:11.564484
933,326050,XAUUSDm,SELL,4321.97272,4325.179,0.05,0.05,closed,5min,2026-06-18T03:35:10.771735
932,326049,XAUUSDm,SELL,4323.51884,4326.822,0.05,0.05,closed,5min,2026-06-18T03:35:09.990840
931,325253,XAUUSDm,SELL,4325.7414,4346.271,0.05,0.05,closed,30min,2026-06-18T03:35:06.787651
930,325221,XAUUSDm,SELL,4363.79508,4467.021,0.05,0.05,closed,30min,2026-06-18T03:35:06.020624
929,324917,XAUUSDm,SELL,4331.43036,4353.617,0.05,0.05,closed,2H,2026-06-18T03:35:05.251609
928,325550,XAUUSDm,SELL,4318.729240000001,4319.091,0.05,0.05,closed,15min,2026-06-18T03:31:54.363314
927,325547,XAUUSDm,SELL,4319.6632,4333.029,0.05,0.05,closed,15min,2026-06-18T03:31:53.535209
926,325526,XAUUSDm,SELL,4325.7414,4346.271,0.05,0.05,closed,15min,2026-06-18T03:31:52.598003
925,323367,XAUUSDm,SELL,4314.337680000001,4318.872,0.05,0.05,cancelled_restart,5min,2026-06-18T03:30:09.768656
